第644回,1999年12月29日,949,4221
第645回,2000年1月5日,584,3967
第646回,2000年1月7日,732,6597
第647回,2000年1月10日,175,1148
第648回,2000年1月12日,044,3793
第649回,2000年1月14日,282,4069
第650回,2000年1月17日,969,2678
第651回,2000年1月19日,345,1743
第652回,2000年1月21日,258,3209
第653回,2000年1月24日,037,7402
第654回,2000年1月26日,507,9818
第655回,2000年1月28日,798,7657
第656回,2000年1月31日,028,7999
第657回,2000年2月2日,959,2800
第658回,2000年2月4日,553,5605
第659回,2000年2月7日,649,1131
第660回,2000年2月9日,875,4073
第661回,2000年2月11日,081,0394
第662回,2000年2月14日,646,4290
第663回,2000年2月16日,070,0872
第664回,2000年2月18日,195,6076
第665回,2000年2月21日,297,4653
第666回,2000年2月23日,277,0959
第667回,2000年2月25日,943,1913
第668回,2000年2月28日,157,9962
第669回,2000年3月1日,367,6717
第670回,2000年3月3日,811,5606
第671回,2000年3月6日,682,5436
第672回,2000年3月8日,916,1834
第673回,2000年3月10日,385,9963
第674回,2000年3月13日,478,8664
第675回,2000年3月15日,944,1053
第676回,2000年3月17日,830,7697
第677回,2000年3月20日,068,0829
第678回,2000年3月22日,628,0644
第679回,2000年3月24日,261,9037
第680回,2000年3月27日,277,0909
第681回,2000年3月29日,503,5026
第682回,2000年3月31日,973,7175
第683回,2000年4月3日,632,7329
第684回,2000年4月5日,715,2782
第685回,2000年4月7日,947,1804
第686回,2000年4月10日,790,5970
第687回,2000年4月12日,751,7440
第688回,2000年4月14日,232,3906
第689回,2000年4月17日,042,4983
第690回,2000年4月19日,274,2430
第691回,2000年4月21日,132,0473
第692回,2000年4月24日,548,9236
第693回,2000年4月26日,094,6189
第694回,2000年4月28日,900,4905
第695回,2000年5月1日,797,1915
第696回,2000年5月3日,003,1197
第697回,2000年5月5日,971,4359
第698回,2000年5月8日,907,8646
第699回,2000年5月10日,278,4772
第700回,2000年5月12日,232,2922
第701回,2000年5月15日,883,4476
第702回,2000年5月17日,993,4921
第703回,2000年5月19日,424,8511
第704回,2000年5月22日,869,2953
第705回,2000年5月24日,094,1202
第706回,2000年5月26日,948,8172
第707回,2000年5月29日,851,5798
第708回,2000年5月31日,337,6351
第709回,2000年6月2日,762,0592
第710回,2000年6月5日,114,7389
第711回,2000年6月7日,755,4820
第712回,2000年6月9日,428,6612
第713回,2000年6月12日,620,8501
第714回,2000年6月14日,943,4434
第715回,2000年6月16日,040,6216
第716回,2000年6月19日,469,5533
第717回,2000年6月21日,743,9787
第718回,2000年6月23日,241,6711
第719回,2000年6月26日,234,0586
第720回,2000年6月28日,217,2600
第721回,2000年6月30日,889,6020
第722回,2000年7月3日,214,3592
第723回,2000年7月5日,739,9916
第724回,2000年7月7日,376,5754
第725回,2000年7月10日,397,3918
第726回,2000年7月12日,629,9124
第727回,2000年7月14日,125,8150
第728回,2000年7月17日,743,0603
第729回,2000年7月19日,189,3733
第730回,2000年7月21日,974,8804
第731回,2000年7月24日,808,3003
第732回,2000年7月26日,715,4372
第733回,2000年7月28日,179,9493
第734回,2000年7月31日,496,2579
第735回,2000年8月2日,610,4853
第736回,2000年8月4日,603,0899
第737回,2000年8月7日,821,0630
第738回,2000年8月9日,065,1727
第739回,2000年8月11日,918,6024
第740回,2000年8月14日,602,8900
第741回,2000年8月16日,054,1327
第742回,2000年8月18日,286,4558
第743回,2000年8月21日,854,8283
第744回,2000年8月23日,946,4635
第745回,2000年8月25日,031,7670
第746回,2000年8月28日,134,1591
第747回,2000年8月30日,831,3173
第748回,2000年9月1日,617,7290
第749回,2000年9月4日,920,3198
第750回,2000年9月6日,912,8678
第751回,2000年9月8日,266,4700
第752回,2000年9月11日,370,3191
第753回,2000年9月13日,208,3686
第754回,2000年9月15日,307,4544
第755回,2000年9月18日,982,8675
第756回,2000年9月20日,386,9894
第757回,2000年9月22日,375,2794
第758回,2000年9月25日,088,5151
第759回,2000年9月27日,548,2894
第760回,2000年9月29日,699,6504
第761回,2000年10月2日,805,2809
第762回,2000年10月4日,804,4108
第763回,2000年10月6日,610,2758
第764回,2000年10月9日,094,5489
第765回,2000年10月11日,117,0779
第766回,2000年10月13日,835,1372
第767回,2000年10月16日,618,0235
第768回,2000年10月18日,192,7385
第769回,2000年10月20日,220,7049
第770回,2000年10月23日,325,0178
第771回,2000年10月25日,522,7670
第772回,2000年10月27日,574,4635
第773回,2000年10月30日,811,5531
第774回,2000年11月1日,080,0328
第775回,2000年11月3日,923,9578
第776回,2000年11月6日,302,2954
第777回,2000年11月8日,237,4810
第778回,2000年11月10日,226,6305
第779回,2000年11月13日,167,6921
第780回,2000年11月15日,033,0570
第781回,2000年11月17日,472,7852
第782回,2000年11月20日,014,9400
第783回,2000年11月22日,924,3275
第784回,2000年11月24日,703,6936
第785回,2000年11月27日,908,9346
第786回,2000年11月29日,160,0399
第787回,2000年12月1日,221,7643
第788回,2000年12月4日,433,1981
第789回,2000年12月6日,787,5509
第790回,2000年12月8日,807,4256
第791回,2000年12月11日,552,3650
第792回,2000年12月13日,220,9050
第793回,2000年12月15日,685,6989
第794回,2000年12月18日,199,5737
第795回,2000年12月20日,461,3986
第796回,2000年12月22日,360,7798
第797回,2000年12月25日,418,6223
第798回,2000年12月27日,477,1379
第799回,2000年12月29日,953,5595
第800回,2001年1月5日,817,3930
第801回,2001年1月8日,793,0516
第802回,2001年1月10日,468,8327
第803回,2001年1月12日,405,8494
第804回,2001年1月15日,331,1122
第805回,2001年1月17日,224,4595
第806回,2001年1月19日,221,7748
第807回,2001年1月22日,122,0016
第808回,2001年1月24日,296,8058
第809回,2001年1月26日,127,3878
第810回,2001年1月29日,929,1623
第811回,2001年1月31日,559,0385
第812回,2001年2月2日,614,0742
第813回,2001年2月5日,096,2902
第814回,2001年2月7日,873,2711
第815回,2001年2月9日,839,0908
第816回,2001年2月12日,650,5297
第817回,2001年2月14日,922,8319
第818回,2001年2月16日,427,4342
第819回,2001年2月19日,369,5382
第820回,2001年2月21日,033,7402
第821回,2001年2月23日,292,9968
第822回,2001年2月26日,459,0597
第823回,2001年2月28日,535,2422
